12+log(O/H),log(N/O),log(U),OII_3727,NeIII_3868,OIII_4363,HeI_4471,HeII_4686,OIII_5007,NII_5755,HeI_5876,SIII_6312,NII_6584,HeI_6678,"SII_6717,31",ArIII_7135,OII_7325,SIII_9069,source
8.4,-1.5,-3.25,3.5199,0.1336,0.0067,0.0228,0.0,1.4168,0.0029,0.0587,0.0124,0.2269,0.0166,0.9228,0.0855,0.0535,0.2221,1
8.4,-1.5,-3.0,3.0067,0.177,0.0129,0.0227,0.0,2.5167,0.0025,0.0584,0.0156,0.179,0.0166,0.6929,0.0917,0.0493,0.2636,1
8.4,-1.5,-2.75,2.3369,0.2189,0.0206,0.0226,0.0,3.7004,0.002,0.0582,0.0184,0.1293,0.0165,0.5033,0.0959,0.0414,0.294,1
8.4,-1.5,-2.5,1.7294,0.2603,0.0297,0.0225,0.0,4.8338,0.0015,0.058,0.0207,0.0897,0.0164,0.3613,0.0983,0.0328,0.3127,1
8.4,-1.5,-2.25,1.2597,0.3021,0.0399,0.0225,0.0,5.8845,0.0011,0.0578,0.0224,0.0619,0.0163,0.261,0.0982,0.0255,0.3174,1
8.4,-1.5,-2.0,0.9304,0.347,0.0517,0.0224,0.0,6.8914,0.0,0.0577,0.0234,0.0437,0.0163,0.1926,0.0947,0.02,0.3073,1
8.4,-1.5,-1.75,0.7067,0.3959,0.0655,0.0223,0.0,7.8954,0.0,0.0576,0.0234,0.032,0.0163,0.1472,0.0878,0.0159,0.284,1
8.4,-1.5,-1.5,0.5546,0.4516,0.0821,0.0223,0.0,8.9572,0.0,0.0575,0.0226,0.0244,0.0162,0.117,0.0787,0.013,0.2524,1
8.5,-1.5,-4.0,1.7366,0.0168,0.0,0.0223,0.0,0.04,0.0012,0.0578,0.002,0.1971,0.0164,1.3163,0.0586,0.015,0.0715,1
8.5,-1.5,-3.75,2.375,0.0333,0.0,0.0226,0.0,0.1425,0.0017,0.0586,0.0039,0.2293,0.0167,1.2775,0.0754,0.0239,0.114,1
8.5,-1.5,-3.5,2.932,0.0606,0.0013,0.0228,0.0,0.4465,0.0022,0.0588,0.0067,0.246,0.0167,1.1463,0.0927,0.0336,0.1689,1
8.5,-1.5,-3.25,3.0824,0.0964,0.0037,0.0228,0.0,1.0929,0.0023,0.0587,0.0099,0.2303,0.0167,0.9389,0.1067,0.0391,0.2248,1
8.5,-1.5,-3.0,2.7812,0.1352,0.0075,0.0227,0.0,2.0388,0.0021,0.0586,0.0128,0.1877,0.0166,0.7165,0.1161,0.0387,0.271,1
8.5,-1.5,-2.75,2.2515,0.1734,0.0125,0.0227,0.0,3.0993,0.0018,0.0585,0.0152,0.1387,0.0166,0.5243,0.1221,0.0342,0.3046,1
8.5,-1.5,-2.5,1.7163,0.2113,0.0186,0.0226,0.0,4.1499,0.0014,0.0584,0.0173,0.0976,0.0165,0.3781,0.126,0.0283,0.3266,1
8.5,-1.5,-2.25,1.2777,0.2502,0.0257,0.0226,0.0,5.1548,0.0011,0.0583,0.019,0.0679,0.0165,0.2741,0.1276,0.0228,0.3362,1
8.5,-1.5,-2.0,0.9568,0.2917,0.0341,0.0225,0.0,6.1273,0.0,0.0582,0.0203,0.0481,0.0165,0.203,0.1256,0.0182,0.3316,1
8.5,-1.5,-1.75,0.7337,0.3371,0.0441,0.0225,0.0,7.1067,0.0,0.0581,0.0208,0.0353,0.0164,0.1555,0.1194,0.0149,0.3129,1
8.5,-1.5,-1.5,0.5792,0.3886,0.0563,0.0224,0.0,8.1447,0.0,0.058,0.0207,0.0269,0.0164,0.1241,0.1097,0.0123,0.2838,1
8.6,-1.5,-4.0,1.0238,0.006,0.0,0.0217,0.0,0.0182,0.0,0.0566,0.0011,0.1568,0.0161,1.0637,0.0372,0.0055,0.0606,1
8.6,-1.5,-3.75,1.5472,0.0137,0.0,0.0223,0.0,0.0705,0.0,0.058,0.0024,0.1935,0.0165,1.094,0.0508,0.0115,0.1011,1
8.6,-1.5,-3.5,2.1755,0.0293,0.0,0.0226,0.0,0.2516,0.0014,0.0585,0.0046,0.224,0.0167,1.0477,0.0669,0.0193,0.1594,1
8.6,-1.5,-3.25,2.5983,0.0545,0.0016,0.0227,0.0,0.7034,0.0017,0.0587,0.0076,0.2252,0.0167,0.9033,0.0816,0.0265,0.2241,1
8.6,-1.5,-3.0,2.5581,0.0849,0.0038,0.0227,0.0,1.4453,0.0017,0.0588,0.0102,0.1914,0.0167,0.7044,0.0912,0.0291,0.2771,1
8.6,-1.5,-2.75,2.2048,0.1173,0.0066,0.0227,0.0,2.3394,0.0014,0.0588,0.0123,0.1451,0.0167,0.5197,0.0968,0.0277,0.3144,1
8.6,-1.5,-2.5,1.7541,0.1507,0.0103,0.0227,0.0,3.2703,0.0012,0.0588,0.0141,0.1035,0.0167,0.3749,0.1005,0.0242,0.3395,1
8.6,-1.5,-2.25,1.3411,0.1859,0.0147,0.0227,0.0,4.1932,0.0,0.0587,0.0156,0.0724,0.0167,0.2715,0.1031,0.0201,0.3547,1
8.6,-1.5,-2.0,1.0185,0.2238,0.0201,0.0227,0.0,5.1095,0.0,0.0587,0.017,0.0512,0.0166,0.201,0.1044,0.0164,0.3591,1
8.6,-1.5,-1.75,0.7845,0.2647,0.0266,0.0226,0.0,6.0306,0.0,0.0586,0.0181,0.0374,0.0166,0.1539,0.1031,0.0137,0.3505,1
8.6,-1.5,-1.5,0.6203,0.3109,0.0348,0.0226,0.0,7.0095,0.0,0.0586,0.0187,0.0284,0.0166,0.1228,0.0989,0.0115,0.3298,1
8.7,-1.5,-4.0,0.4568,0.0017,0.0,0.0213,0.0,0.0067,0.0,0.0559,0.0,0.1064,0.016,0.7455,0.0325,0.0,0.0454,1
8.7,-1.5,-3.75,0.7534,0.0042,0.0,0.0221,0.0,0.0274,0.0,0.0578,0.001,0.1379,0.0165,0.8098,0.0466,0.0015,0.0778,1
8.7,-1.5,-3.5,1.244,0.0109,0.0,0.0225,0.0,0.116,0.0,0.0586,0.0024,0.1753,0.0167,0.8438,0.067,0.0078,0.1329,1
8.7,-1.5,-3.25,1.8044,0.0251,0.0,0.0227,0.0,0.3963,0.001,0.0589,0.0048,0.1966,0.0168,0.795,0.0905,0.0137,0.2058,1
8.7,-1.5,-3.0,2.0659,0.046,0.0016,0.0227,0.0,0.9393,0.0011,0.059,0.0074,0.1807,0.0168,0.6574,0.1081,0.0181,0.2709,1
8.7,-1.5,-2.75,1.9517,0.0697,0.0031,0.0228,0.0,1.6428,0.0011,0.0591,0.0093,0.1423,0.0168,0.4958,0.1174,0.0194,0.3144,1
8.7,-1.5,-2.5,1.659,0.0958,0.0051,0.0228,0.0,2.4128,0.0,0.0592,0.0108,0.1036,0.0168,0.3608,0.1228,0.0185,0.3424,1
8.7,-1.5,-2.25,1.3294,0.1249,0.0077,0.0228,0.0,3.2118,0.0,0.0592,0.0122,0.0732,0.0168,0.2618,0.1271,0.0164,0.3612,1
8.7,-1.5,-2.0,1.0382,0.1575,0.0109,0.0228,0.0,4.0347,0.0,0.0592,0.0134,0.0519,0.0168,0.1938,0.1309,0.0139,0.3723,1
8.7,-1.5,-1.75,0.8138,0.194,0.0149,0.0228,0.0,4.8894,0.0,0.0592,0.0147,0.0378,0.0168,0.1484,0.1333,0.0117,0.3737,1
8.7,-1.5,-1.5,0.6468,0.2347,0.0201,0.0227,0.0,5.7974,0.0,0.0591,0.0157,0.0286,0.0167,0.1183,0.1329,0.01,0.3633,1
8.8,-1.5,-4.0,0.185,0.0,0.0,0.021,0.0,0.0024,0.0,0.0555,0.0,0.0685,0.0159,0.4953,0.0172,0.0,0.0329,1
8.8,-1.5,-3.75,0.3275,0.0012,0.0,0.0219,0.0,0.0098,0.0,0.0577,0.0,0.092,0.0165,0.5646,0.0255,0.0,0.0573,1
8.8,-1.5,-3.5,0.6022,0.0035,0.0,0.0225,0.0,0.0462,0.0,0.0589,0.0011,0.1246,0.0168,0.6277,0.0389,0.001,0.1029,1
8.8,-1.5,-3.25,1.0744,0.01,0.0,0.0227,0.0,0.1995,0.0,0.0593,0.0026,0.1572,0.0169,0.6543,0.0587,0.0049,0.1772,1
8.8,-1.5,-3.0,1.5073,0.0224,0.0,0.0228,0.0,0.5697,0.0,0.0593,0.0049,0.161,0.0169,0.5914,0.0776,0.0099,0.2557,1
8.8,-1.5,-2.75,1.6233,0.038,0.0014,0.0228,0.0,1.1014,0.0,0.0594,0.0068,0.1344,0.0169,0.4659,0.0883,0.0126,0.3097,1
8.8,-1.5,-2.5,1.5045,0.0557,0.0024,0.0229,0.0,1.7009,0.0,0.0595,0.0082,0.1008,0.0169,0.3443,0.0935,0.0135,0.3414,1
8.8,-1.5,-2.25,1.2845,0.0765,0.0038,0.0229,0.0,2.3477,0.0,0.0596,0.0093,0.0721,0.0169,0.2508,0.097,0.0129,0.3618,1
8.8,-1.5,-2.0,1.0498,0.1018,0.0056,0.0229,0.0,3.0472,0.0,0.0597,0.0104,0.0513,0.0169,0.1856,0.1007,0.0117,0.3767,1
8.8,-1.5,-1.75,0.8443,0.132,0.008,0.0229,0.0,3.8048,0.0,0.0597,0.0115,0.0373,0.0169,0.1419,0.1045,0.0102,0.3856,1
8.8,-1.5,-1.5,0.6817,0.1674,0.0111,0.0229,0.0,4.6359,0.0,0.0596,0.0126,0.0281,0.0169,0.113,0.1075,0.0089,0.3859,1
8.9,-1.5,-4.0,0.0466,0.0,0.0,0.018,0.0,0.0012,0.0,0.048,0.0,0.0312,0.0139,0.1908,0.0104,0.0,0.0215,1
8.9,-1.5,-3.75,0.0648,0.0,0.0,0.0199,0.0,0.0043,0.0,0.0528,0.0,0.0362,0.0152,0.1878,0.0142,0.0,0.0355,1
8.9,-1.5,-3.5,0.1525,0.0,0.0,0.022,0.0,0.0095,0.0,0.0582,0.0,0.0606,0.0166,0.3321,0.0239,0.0,0.0558,1
8.9,-1.5,-3.25,0.3399,0.0017,0.0,0.0224,0.0,0.0544,0.0,0.0591,0.0,0.0881,0.0169,0.3942,0.0414,0.0,0.1098,1
8.9,-1.5,-3.0,0.6613,0.0055,0.0,0.0227,0.0,0.218,0.0,0.0594,0.0019,0.11,0.0169,0.4207,0.0662,0.001,0.1896,1
8.9,-1.5,-2.75,0.9431,0.0119,0.0,0.0228,0.0,0.5226,0.0,0.0595,0.0034,0.1076,0.017,0.3754,0.0867,0.004,0.26,1
8.9,-1.5,-2.5,1.0626,0.0196,0.0,0.0228,0.0,0.8948,0.0,0.0597,0.0047,0.0885,0.017,0.2952,0.0979,0.0057,0.3033,1
8.9,-1.5,-2.25,1.0499,0.0288,0.0012,0.0229,0.0,1.3066,0.0,0.0599,0.0058,0.0668,0.017,0.2208,0.104,0.0078,0.3286,1
8.9,-1.5,-2.0,0.9601,0.0412,0.002,0.0229,0.0,1.7741,0.0,0.06,0.0066,0.0487,0.017,0.1645,0.1089,0.0081,0.3462,1
8.9,-1.5,-1.75,0.8339,0.0586,0.003,0.0229,0.0,2.3205,0.0,0.06,0.0075,0.0356,0.017,0.1255,0.1146,0.0078,0.3608,1
8.9,-1.5,-1.5,0.7023,0.0827,0.0044,0.0229,0.0,2.9601,0.0,0.06,0.0084,0.0267,0.017,0.0995,0.1209,0.0073,0.3713,1
9.0,-1.5,-4.0,0.0048,0.0,0.0,0.0097,0.0,0.0,0.0,0.0259,0.0,0.0075,0.0074,0.0502,0.0019,0.0,0.0057,1
9.0,-1.5,-3.75,0.0088,0.0,0.0,0.0108,0.0,0.0,0.0,0.0286,0.0,0.0104,0.0082,0.0595,0.0031,0.0,0.0109,1
9.0,-1.5,-3.5,0.0232,0.0,0.0,0.0115,0.0,0.0028,0.0,0.0305,0.0,0.017,0.0087,0.0802,0.006,0.0,0.0236,1
9.0,-1.5,-3.25,0.0836,0.0,0.0,0.0202,0.0,0.0207,0.0,0.0536,0.0,0.0372,0.0154,0.1467,0.0163,0.0,0.0705,1
9.0,-1.5,-3.0,0.1321,0.0,0.0,0.022,0.0,0.0377,0.0,0.0583,0.0,0.049,0.0166,0.2023,0.0217,0.0,0.092,1
9.0,-1.5,-2.75,0.291,0.0015,0.0,0.0224,0.0,0.1322,0.0,0.059,0.0,0.0641,0.0168,0.2293,0.0374,0.0,0.1624,1
9.0,-1.5,-2.5,0.5087,0.0033,0.0,0.0226,0.0,0.2877,0.0,0.0594,0.0018,0.0683,0.0169,0.22,0.0527,0.0,0.2296,1
9.0,-1.5,-2.25,0.7505,0.0054,0.0,0.0227,0.0,0.4735,0.0,0.0597,0.003,0.0624,0.017,0.1874,0.0648,0.0014,0.2813,1
9.0,-1.5,-2.0,0.9849,0.0077,0.0,0.0228,0.0,0.667,0.0,0.0599,0.0043,0.0514,0.017,0.15,0.0739,0.0052,0.3189,1
9.0,-1.5,-1.75,1.153,0.0104,0.0,0.0228,0.0,0.8825,0.0,0.06,0.0055,0.0395,0.017,0.117,0.0799,0.0086,0.3422,1
9.0,-1.5,-1.5,1.1506,0.0151,0.001,0.0228,0.0,1.1797,0.0,0.0601,0.0061,0.0293,0.017,0.0909,0.0826,0.0095,0.3504,1
9.1,-1.5,-4.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.021,0.0,0.0013,0.006,0.0092,0.0,0.0,0.0012,1
9.1,-1.5,-3.75,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0242,0.0,0.0019,0.0069,0.0124,0.0,0.0,0.0025,1
9.1,-1.5,-3.5,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0268,0.0,0.0034,0.0076,0.0182,0.0014,0.0,0.0058,1
9.1,-1.5,-3.25,0.0061,0.0,0.0,0.0107,0.0,0.0014,0.0,0.0284,0.0,0.0078,0.0081,0.0344,0.004,0.0,0.0167,1
9.1,-1.5,-3.0,0.045,0.0,0.0,0.0159,0.0,0.0173,0.0,0.0423,0.0,0.0226,0.0123,0.0838,0.0154,0.0,0.0617,1
9.1,-1.5,-2.75,0.0854,0.0,0.0,0.0207,0.0,0.0604,0.0,0.0549,0.0,0.0256,0.0158,0.0892,0.0266,0.0,0.1108,1
9.1,-1.5,-2.5,0.112,0.0,0.0,0.0223,0.0,0.0552,0.0,0.0591,0.0,0.0345,0.0168,0.1106,0.0305,0.0,0.1278,1
9.1,-1.5,-2.25,0.309,0.0,0.0,0.0224,0.0,0.1124,0.0,0.0593,0.001,0.0463,0.0169,0.1326,0.0515,0.0,0.2034,1
9.1,-1.5,-2.0,0.6555,0.001,0.0,0.0226,0.0,0.1722,0.0,0.0596,0.0023,0.0492,0.0169,0.1294,0.0739,0.001,0.2775,1
9.1,-1.5,-1.75,0.0128,0.0011,0.0,0.0139,0.0,0.1403,0.0,0.0368,0.0,0.0015,0.0106,0.0059,0.016,0.0,0.0756,1
9.1,-1.5,-1.5,0.0064,0.0012,0.0,0.0136,0.0,0.1341,0.0,0.036,0.0,0.0,0.0102,0.0029,0.0141,0.0,0.0671,1
6.9,-1.375,-4.0,0.3447,0.0107,0.0,0.0234,0.0,0.0103,0.0,0.0599,0.0,0.0225,0.0169,0.0997,0.0053,0.0077,0.0061,1
6.9,-1.375,-3.75,0.3951,0.0167,0.0,0.0229,0.0,0.0331,0.0,0.0586,0.0,0.0231,0.0165,0.0842,0.006,0.0095,0.0088,1
6.9,-1.375,-3.5,0.4157,0.0249,0.0014,0.0224,0.0,0.0933,0.0,0.0573,0.0014,0.0217,0.0161,0.0682,0.0068,0.0108,0.012,1
6.9,-1.375,-3.25,0.3795,0.0351,0.0036,0.0219,0.0,0.2114,0.0,0.0561,0.002,0.0178,0.0158,0.0527,0.0077,0.0105,0.0155,1
6.9,-1.375,-3.0,0.2987,0.0468,0.0072,0.0215,0.0,0.3746,0.0,0.055,0.0027,0.0129,0.0154,0.0392,0.0085,0.0087,0.0188,1
6.9,-1.375,-2.75,0.2134,0.0599,0.012,0.0211,0.0,0.5504,0.0,0.0542,0.0034,0.0088,0.0151,0.0284,0.0092,0.0056,0.0214,1
6.9,-1.375,-2.5,0.1469,0.0742,0.0179,0.0208,0.0,0.722,0.0,0.0534,0.004,0.0059,0.0149,0.0205,0.0095,0.004,0.023,1
6.9,-1.375,-2.25,0.1018,0.0896,0.0248,0.0205,0.0,0.8865,0.0,0.0529,0.0044,0.0041,0.0147,0.0147,0.0094,0.0014,0.0232,1
6.9,-1.375,-2.0,0.073,0.106,0.0328,0.0203,0.0,1.0455,0.0,0.0524,0.0046,0.0029,0.0145,0.011,0.0088,0.001,0.0222,1
6.9,-1.375,-1.75,0.0544,0.1228,0.0417,0.0201,0.0,1.1981,0.0,0.0521,0.0044,0.0022,0.0144,0.0084,0.0077,0.0,0.0201,1
6.9,-1.375,-1.5,0.0423,0.1395,0.0513,0.0199,0.001,1.3437,0.0,0.0517,0.0041,0.0017,0.0142,0.0068,0.0066,0.0,0.0174,1
7.0,-1.375,-4.0,0.431,0.0084,0.0,0.0234,0.0,0.0128,0.0,0.0599,0.0,0.0283,0.0169,0.1251,0.0066,0.0095,0.0076,1
7.0,-1.375,-3.75,0.494,0.0131,0.0,0.0229,0.0,0.0412,0.0,0.0586,0.0012,0.029,0.0165,0.1058,0.0075,0.0117,0.011,1
7.0,-1.375,-3.5,0.5199,0.0196,0.0017,0.0224,0.0,0.1162,0.0,0.0573,0.0018,0.0272,0.0161,0.0855,0.0085,0.0134,0.0151,1
7.0,-1.375,-3.25,0.4748,0.0276,0.0044,0.0219,0.0,0.2633,0.0,0.0562,0.0025,0.0223,0.0158,0.0661,0.0096,0.013,0.0194,1
7.0,-1.375,-3.0,0.374,0.0368,0.0089,0.0215,0.0,0.4664,0.0,0.0551,0.0034,0.0163,0.0155,0.0492,0.0106,0.0109,0.0235,1
7.0,-1.375,-2.75,0.2673,0.047,0.0148,0.0212,0.0,0.6848,0.0,0.0543,0.0042,0.0111,0.0152,0.0357,0.0115,0.0081,0.0268,1
7.0,-1.375,-2.5,0.184,0.0581,0.022,0.0209,0.0,0.8974,0.0,0.0535,0.005,0.0075,0.0149,0.0256,0.0119,0.0051,0.0288,1
7.0,-1.375,-2.25,0.1276,0.07,0.0303,0.0206,0.0,1.1,0.0,0.053,0.0055,0.0051,0.0147,0.0186,0.0118,0.0017,0.0291,1
7.0,-1.375,-2.0,0.0913,0.0825,0.0398,0.0204,0.0,1.2939,0.0,0.0526,0.0056,0.0037,0.0146,0.0138,0.0109,0.0013,0.0277,1
7.0,-1.375,-1.75,0.0679,0.0952,0.0503,0.0202,0.0,1.4786,0.0,0.0523,0.0054,0.0027,0.0144,0.0107,0.0097,0.0,0.025,1
7.0,-1.375,-1.5,0.0527,0.1078,0.0615,0.02,0.0,1.654,0.0,0.052,0.005,0.0021,0.0143,0.0084,0.0082,0.0,0.0217,1
7.1,-1.375,-4.0,0.5384,0.0105,0.0,0.0234,0.0,0.016,0.0,0.06,0.0,0.0354,0.0169,0.1569,0.0083,0.0117,0.0095,1
7.1,-1.375,-3.75,0.6171,0.0163,0.0,0.0229,0.0,0.0513,0.0,0.0587,0.0014,0.0363,0.0165,0.1327,0.0094,0.0146,0.0138,1
7.1,-1.375,-3.5,0.6496,0.0244,0.0021,0.0224,0.0,0.1445,0.0,0.0574,0.0022,0.0341,0.0162,0.1074,0.0107,0.0167,0.0189,1
7.1,-1.375,-3.25,0.5936,0.0344,0.0054,0.022,0.0,0.3276,0.0,0.0562,0.0031,0.028,0.0158,0.083,0.012,0.0164,0.0243,1
7.1,-1.375,-3.0,0.468,0.0458,0.0109,0.0216,0.0,0.5806,0.0,0.0552,0.0042,0.0204,0.0155,0.0618,0.0133,0.0137,0.0294,1
7.1,-1.375,-2.75,0.3347,0.0584,0.0182,0.0212,0.0,0.8529,0.0,0.0544,0.0053,0.0139,0.0152,0.0448,0.0144,0.0102,0.0336,1
7.1,-1.375,-2.5,0.2306,0.0722,0.027,0.0209,0.0,1.1176,0.0,0.0537,0.0062,0.0094,0.015,0.0322,0.0149,0.0073,0.036,1
7.1,-1.375,-2.25,0.1599,0.087,0.0373,0.0207,0.0,1.3702,0.0,0.0531,0.0068,0.0064,0.0148,0.0233,0.0147,0.0045,0.0364,1
7.1,-1.375,-2.0,0.1144,0.1026,0.0491,0.0204,0.0,1.6126,0.0,0.0527,0.007,0.0046,0.0146,0.0173,0.0137,0.0016,0.0347,1
7.1,-1.375,-1.75,0.0852,0.1186,0.0622,0.0202,0.0,1.8452,0.0,0.0524,0.0068,0.0034,0.0145,0.0133,0.0121,0.0012,0.0314,1
7.1,-1.375,-1.5,0.0661,0.1346,0.0764,0.02,0.0,2.0683,0.0,0.0521,0.0062,0.0027,0.0143,0.0107,0.0104,0.0,0.0272,1
7.2,-1.375,-4.0,0.6698,0.0129,0.0,0.0234,0.0,0.0197,0.0,0.0599,0.0011,0.0443,0.0169,0.1963,0.0082,0.0145,0.0119,1
7.2,-1.375,-3.75,0.7678,0.0201,0.0,0.0229,0.0,0.0634,0.001,0.0587,0.0018,0.0454,0.0166,0.1661,0.0094,0.0181,0.0172,1
7.2,-1.375,-3.5,0.8084,0.0301,0.0025,0.0225,0.0,0.1787,0.0011,0.0574,0.0027,0.0427,0.0162,0.1344,0.0106,0.0206,0.0236,1
7.2,-1.375,-3.25,0.7395,0.0425,0.0066,0.022,0.0,0.4051,0.0,0.0563,0.0039,0.0352,0.0158,0.1039,0.0119,0.0201,0.0304,1
7.2,-1.375,-3.0,0.5834,0.0565,0.0133,0.0216,0.0,0.7177,0.0,0.0553,0.0052,0.0257,0.0155,0.0772,0.0132,0.0168,0.0368,1
7.2,-1.375,-2.75,0.4176,0.072,0.0221,0.0213,0.0,1.0534,0.0,0.0545,0.0065,0.0175,0.0152,0.056,0.0142,0.0127,0.0419,1
7.2,-1.375,-2.5,0.2877,0.0888,0.0326,0.021,0.0,1.3781,0.0,0.0539,0.0076,0.0118,0.015,0.0403,0.0148,0.0091,0.045,1
7.2,-1.375,-2.25,0.1994,0.1067,0.0448,0.0208,0.0,1.6858,0.0,0.0534,0.0084,0.0081,0.0148,0.0291,0.0146,0.0056,0.0454,1
7.2,-1.375,-2.0,0.1426,0.1253,0.0585,0.0206,0.0,1.9784,0.0,0.053,0.0086,0.0058,0.0147,0.0216,0.0136,0.004,0.0432,1
7.2,-1.375,-1.75,0.1061,0.1442,0.0736,0.0204,0.0,2.257,0.0,0.0527,0.0082,0.0043,0.0146,0.0166,0.012,0.0015,0.039,1
7.2,-1.375,-1.5,0.0821,0.1631,0.0899,0.0202,0.0,2.5226,0.0,0.0524,0.0075,0.0033,0.0145,0.0133,0.0102,0.0011,0.0337,1
7.3,-1.375,-4.0,0.8301,0.0156,0.0,0.0234,0.0,0.0242,0.0011,0.0599,0.0014,0.0553,0.0169,0.2449,0.0128,0.0179,0.0148,1
7.3,-1.375,-3.75,0.9513,0.0245,0.0,0.0229,0.0,0.0777,0.0013,0.0587,0.0022,0.0567,0.0166,0.2073,0.0146,0.0223,0.0215,1
7.3,-1.375,-3.5,1.0019,0.0368,0.0031,0.0225,0.0,0.2191,0.0013,0.0575,0.0033,0.0534,0.0162,0.1678,0.0166,0.0253,0.0294,1
7.3,-1.375,-3.25,0.9176,0.0519,0.0079,0.022,0.0,0.4969,0.0012,0.0564,0.0048,0.0442,0.0159,0.1297,0.0187,0.0248,0.0379,1
7.3,-1.375,-3.0,0.7249,0.0691,0.0159,0.0217,0.0,0.8806,0.0,0.0555,0.0063,0.0323,0.0156,0.0964,0.0206,0.0208,0.0458,1
7.3,-1.375,-2.75,0.5193,0.088,0.0264,0.0214,0.0,1.2918,0.0,0.0547,0.0079,0.0221,0.0153,0.0699,0.0223,0.0156,0.0522,1
7.3,-1.375,-2.5,0.358,0.1082,0.0388,0.0211,0.0,1.6867,0.0,0.0541,0.0093,0.0148,0.0151,0.0501,0.0231,0.0113,0.0559,1
7.3,-1.375,-2.25,0.2479,0.1294,0.0529,0.0209,0.0,2.0575,0.0,0.0537,0.0102,0.0102,0.0149,0.0363,0.0228,0.0081,0.0565,1
7.3,-1.375,-2.0,0.177,0.1514,0.0686,0.0207,0.0,2.4063,0.0,0.0534,0.0104,0.0072,0.0148,0.0268,0.0213,0.0051,0.0537,1
7.3,-1.375,-1.75,0.1314,0.1734,0.0857,0.0205,0.0,2.7361,0.0,0.0531,0.0099,0.0054,0.0147,0.0206,0.0188,0.0028,0.0483,1
7.3,-1.375,-1.5,0.1014,0.1954,0.1039,0.0204,0.0,3.0478,0.0,0.0528,0.009,0.0042,0.0146,0.0165,0.016,0.0014,0.0417,1
7.4,-1.375,-4.0,1.0243,0.0188,0.0,0.0234,0.0,0.0296,0.0014,0.0598,0.0017,0.0687,0.0169,0.3049,0.0126,0.0218,0.0184,1
7.4,-1.375,-3.75,1.1735,0.0297,0.0011,0.0229,0.0,0.0948,0.0016,0.0587,0.0027,0.0706,0.0166,0.2583,0.0144,0.0272,0.0267,1
7.4,-1.375,-3.5,1.2364,0.0446,0.0036,0.0225,0.0,0.2671,0.0016,0.0576,0.0041,0.0667,0.0162,0.2091,0.0164,0.0309,0.0366,1
7.4,-1.375,-3.25,1.1336,0.0631,0.0094,0.0221,0.0,0.6059,0.0015,0.0566,0.0058,0.0553,0.0159,0.1615,0.0184,0.0303,0.0471,1
7.4,-1.375,-3.0,0.8968,0.084,0.0189,0.0217,0.0,1.0737,0.0011,0.0557,0.0077,0.0405,0.0156,0.1201,0.0203,0.0253,0.0568,1
7.4,-1.375,-2.75,0.6432,0.1067,0.0311,0.0215,0.0,1.5734,0.0,0.055,0.0096,0.0277,0.0154,0.087,0.0219,0.0191,0.0646,1
7.4,-1.375,-2.5,0.4435,0.1307,0.0455,0.0212,0.0,2.0493,0.0,0.0544,0.0112,0.0186,0.0152,0.0624,0.0227,0.0137,0.0693,1
7.4,-1.375,-2.25,0.307,0.1557,0.0616,0.021,0.0,2.4916,0.0,0.054,0.0122,0.0127,0.015,0.045,0.0224,0.0098,0.0699,1
7.4,-1.375,-2.0,0.2188,0.1812,0.0792,0.0209,0.0,2.9029,0.0,0.0537,0.0125,0.009,0.0149,0.0333,0.0209,0.0062,0.0664,1
7.4,-1.375,-1.75,0.1621,0.2066,0.0981,0.0207,0.0,3.2887,0.0,0.0535,0.0119,0.0067,0.0148,0.0255,0.0185,0.0046,0.0597,1
7.4,-1.375,-1.5,0.1248,0.2318,0.1183,0.0205,0.0,3.6526,0.0,0.0532,0.0108,0.0052,0.0147,0.0203,0.0158,0.0017,0.0513,1
7.5,-1.375,-4.0,1.2547,0.0225,0.0,0.0233,0.0,0.0358,0.0017,0.0597,0.002,0.0852,0.0169,0.3786,0.0196,0.0264,0.0228,1
7.5,-1.375,-3.75,1.4376,0.0356,0.0013,0.0229,0.0,0.1147,0.0019,0.0587,0.0033,0.0876,0.0166,0.3208,0.0224,0.0328,0.033,1
7.5,-1.375,-3.5,1.5148,0.0537,0.0043,0.0225,0.0,0.3231,0.002,0.0577,0.005,0.083,0.0163,0.2599,0.0255,0.0373,0.0453,1
7.5,-1.375,-3.25,1.3901,0.076,0.011,0.0222,0.0,0.7322,0.0018,0.0567,0.007,0.069,0.016,0.2007,0.0286,0.0365,0.0582,1
7.5,-1.375,-3.0,1.1019,0.1011,0.022,0.0218,0.0,1.2969,0.0014,0.0559,0.0093,0.0507,0.0157,0.1491,0.0315,0.0306,0.0701,1
7.5,-1.375,-2.75,0.7914,0.128,0.0361,0.0216,0.0,1.8978,0.001,0.0552,0.0115,0.0347,0.0155,0.1079,0.0339,0.0231,0.0797,1
7.5,-1.375,-2.5,0.5459,0.1562,0.0522,0.0213,0.0,2.4645,0.0,0.0547,0.0134,0.0233,0.0153,0.0774,0.0352,0.0165,0.0854,1
7.5,-1.375,-2.25,0.3777,0.1851,0.0701,0.0212,0.0,2.9847,0.0,0.0544,0.0145,0.0159,0.0152,0.0558,0.0347,0.0117,0.086,1
