12+log(O/H),log(N/O),log(U),OII_3727,NeIII_3868,OIII_4363,HeI_4471,HeII_4686,OIII_5007,NII_5755,HeI_5876,SIII_6312,NII_6584,HeI_6678,"SII_6717,31",ArIII_7135,OII_7325,SIII_9069,source
7.3,-0.375,-3.0,0.7183,0.0684,0.0156,0.0217,0.0,0.8722,0.0091,0.0556,0.0063,0.3216,0.0156,0.0961,0.0205,0.0204,0.0455,1
7.3,-0.375,-2.75,0.5157,0.0872,0.026,0.0214,0.0,1.2819,0.0066,0.0548,0.0078,0.22,0.0153,0.0697,0.0222,0.0154,0.0519,1
7.3,-0.375,-2.5,0.3558,0.1073,0.0382,0.0211,0.0,1.6745,0.0046,0.0542,0.0092,0.148,0.0151,0.05,0.023,0.011,0.0557,1
7.3,-0.375,-2.25,0.2465,0.1283,0.0521,0.0209,0.0,2.042,0.0032,0.0538,0.0101,0.1014,0.015,0.0361,0.0227,0.0078,0.0562,1
7.3,-0.375,-2.0,0.1759,0.1498,0.0674,0.0207,0.0,2.3857,0.0023,0.0534,0.0103,0.0721,0.0148,0.0268,0.0212,0.005,0.0534,1
7.3,-0.375,-1.75,0.1305,0.1714,0.084,0.0206,0.0,2.7096,0.0018,0.0532,0.0098,0.0536,0.0147,0.0205,0.0187,0.0028,0.048,1
7.3,-0.375,-1.5,0.1006,0.1928,0.1016,0.0204,0.0,3.0144,0.0014,0.0529,0.0089,0.0415,0.0146,0.0163,0.016,0.0014,0.0414,1
7.4,-0.375,-4.0,1.0027,0.0184,0.0,0.0234,0.0,0.029,0.0133,0.0599,0.0016,0.6796,0.0169,0.3024,0.0125,0.0211,0.0182,1
7.4,-0.375,-3.75,1.1483,0.029,0.0011,0.023,0.0,0.0927,0.0152,0.0588,0.0026,0.6982,0.0166,0.2561,0.0143,0.0263,0.0264,1
7.4,-0.375,-3.5,1.2115,0.0437,0.0035,0.0226,0.0,0.2616,0.0158,0.0577,0.004,0.6605,0.0163,0.2075,0.0162,0.03,0.0362,1
7.4,-0.375,-3.25,1.1151,0.062,0.0091,0.0221,0.0,0.5957,0.0143,0.0567,0.0057,0.5486,0.0159,0.1605,0.0182,0.0296,0.0466,1
7.4,-0.375,-3.0,0.8858,0.0828,0.0184,0.0218,0.0,1.0601,0.0112,0.0558,0.0076,0.403,0.0157,0.1194,0.0202,0.025,0.0564,1
7.4,-0.375,-2.75,0.6371,0.1054,0.0305,0.0215,0.0,1.5575,0.0081,0.0551,0.0095,0.2761,0.0154,0.0866,0.0218,0.0188,0.0643,1
7.4,-0.375,-2.5,0.4399,0.1293,0.0446,0.0212,0.0,2.0303,0.0057,0.0545,0.0111,0.1856,0.0152,0.0622,0.0226,0.0135,0.069,1
7.4,-0.375,-2.25,0.3046,0.154,0.0604,0.021,0.0,2.4679,0.004,0.0541,0.0121,0.1269,0.0151,0.0449,0.0223,0.0095,0.0695,1
7.4,-0.375,-2.0,0.2171,0.179,0.0775,0.0209,0.0,2.8731,0.0029,0.0538,0.0123,0.09,0.0149,0.0332,0.0208,0.006,0.066,1
7.4,-0.375,-1.75,0.1607,0.2038,0.0959,0.0208,0.0,3.2511,0.0022,0.0536,0.0117,0.0667,0.0149,0.0254,0.0184,0.0046,0.0593,1
7.4,-0.375,-1.5,0.1237,0.2283,0.1152,0.0206,0.0,3.6063,0.0017,0.0533,0.0106,0.0516,0.0148,0.0202,0.0157,0.0017,0.0509,1
7.5,-0.375,-4.0,1.2205,0.0219,0.0,0.0234,0.0,0.0349,0.0161,0.0599,0.002,0.8392,0.0169,0.3745,0.0193,0.0253,0.0224,1
7.5,-0.375,-3.75,1.3963,0.0346,0.0013,0.023,0.0,0.1114,0.0183,0.0589,0.0032,0.8628,0.0166,0.3172,0.0221,0.0314,0.0325,1
7.5,-0.375,-3.5,1.4743,0.0522,0.0041,0.0226,0.0,0.3142,0.0191,0.0579,0.0048,0.8185,0.0163,0.2572,0.0251,0.0358,0.0446,1
7.5,-0.375,-3.25,1.3599,0.0742,0.0105,0.0222,0.0,0.7157,0.0174,0.0569,0.0068,0.6824,0.016,0.199,0.0283,0.0353,0.0574,1
7.5,-0.375,-3.0,1.0838,0.0992,0.0213,0.0219,0.0,1.2749,0.0137,0.056,0.0091,0.5031,0.0157,0.1481,0.0312,0.0299,0.0695,1
7.5,-0.375,-2.75,0.7814,0.126,0.0351,0.0216,0.0,1.8722,0.01,0.0554,0.0113,0.3452,0.0155,0.1073,0.0337,0.0227,0.0791,1
7.5,-0.375,-2.5,0.54,0.154,0.051,0.0214,0.0,2.435,0.007,0.0548,0.0132,0.232,0.0153,0.0769,0.035,0.0163,0.0848,1
7.5,-0.375,-2.25,0.3739,0.1825,0.0684,0.0212,0.0,2.9491,0.0049,0.0545,0.0143,0.1584,0.0152,0.0555,0.0345,0.0116,0.0854,1
7.5,-0.375,-2.0,0.2661,0.211,0.0872,0.0211,0.0,3.421,0.0035,0.0542,0.0145,0.112,0.0151,0.041,0.0321,0.0086,0.081,1
7.5,-0.375,-1.75,0.1967,0.2393,0.1072,0.0209,0.0,3.8581,0.0026,0.054,0.0138,0.0827,0.015,0.0313,0.0285,0.0055,0.0726,1
7.5,-0.375,-1.5,0.151,0.2671,0.1282,0.0208,0.0,4.2681,0.002,0.0538,0.0124,0.0638,0.0149,0.0249,0.0243,0.0043,0.0623,1
7.6,-0.375,-4.0,1.474,0.0258,0.0,0.0234,0.0,0.0418,0.0193,0.0599,0.0024,1.0314,0.0169,0.4616,0.0188,0.03,0.0275,1
7.6,-0.375,-3.75,1.684,0.0408,0.0014,0.023,0.0,0.1326,0.0219,0.059,0.0038,1.0613,0.0167,0.3916,0.0215,0.0372,0.0399,1
7.6,-0.375,-3.5,1.7779,0.0617,0.0046,0.0227,0.0,0.3732,0.0229,0.058,0.0057,1.0092,0.0164,0.3177,0.0245,0.0422,0.0547,1
7.6,-0.375,-3.25,1.6433,0.0878,0.012,0.0223,0.0,0.8505,0.0209,0.0571,0.0081,0.845,0.0161,0.2459,0.0275,0.0418,0.0704,1
7.6,-0.375,-3.0,1.3138,0.1173,0.024,0.022,0.0,1.5153,0.0166,0.0563,0.0107,0.6252,0.0158,0.1829,0.0303,0.0354,0.085,1
7.6,-0.375,-2.75,0.95,0.1487,0.0394,0.0217,0.0,2.2229,0.0121,0.0557,0.0133,0.4298,0.0156,0.1325,0.0327,0.0269,0.0966,1
7.6,-0.375,-2.5,0.6575,0.1808,0.0569,0.0215,0.0,2.8845,0.0085,0.0552,0.0154,0.2889,0.0154,0.0949,0.0338,0.0194,0.1034,1
7.6,-0.375,-2.25,0.4552,0.2132,0.0758,0.0214,0.0,3.4806,0.006,0.0548,0.0167,0.1968,0.0153,0.0683,0.0334,0.0138,0.1042,1
7.6,-0.375,-2.0,0.3237,0.2454,0.0959,0.0212,0.0,4.0228,0.0043,0.0546,0.0169,0.1388,0.0152,0.0504,0.0311,0.01,0.0987,1
7.6,-0.375,-1.75,0.2389,0.2771,0.1172,0.0211,0.0,4.525,0.0032,0.0544,0.016,0.1022,0.0151,0.0384,0.0276,0.0077,0.0884,1
7.6,-0.375,-1.5,0.1832,0.3085,0.1397,0.021,0.0,4.9959,0.0025,0.0542,0.0144,0.0785,0.0151,0.0305,0.0236,0.0051,0.0758,1
7.7,-0.375,-4.0,1.7484,0.0299,0.0,0.0234,0.0,0.049,0.0226,0.0599,0.0028,1.255,0.017,0.5647,0.0287,0.0345,0.0335,1
7.7,-0.375,-3.75,1.995,0.0473,0.0016,0.0231,0.0,0.1549,0.0257,0.0591,0.0044,1.2924,0.0167,0.4796,0.0329,0.0426,0.0484,1
7.7,-0.375,-3.5,2.1075,0.0716,0.0051,0.0227,0.0,0.4352,0.027,0.0582,0.0067,1.2328,0.0164,0.3894,0.0374,0.0486,0.0663,1
7.7,-0.375,-3.25,1.9539,0.102,0.0131,0.0224,0.0,0.9925,0.0247,0.0573,0.0094,1.0374,0.0162,0.3017,0.0419,0.0482,0.0853,1
7.7,-0.375,-3.0,1.5697,0.1362,0.0262,0.0221,0.0,1.7694,0.0198,0.0566,0.0124,0.7712,0.0159,0.2244,0.0462,0.041,0.1029,1
7.7,-0.375,-2.75,1.1393,0.172,0.0429,0.0219,0.0,2.5923,0.0145,0.056,0.0153,0.5315,0.0157,0.1625,0.0496,0.0314,0.1167,1
7.7,-0.375,-2.5,0.7907,0.2083,0.0615,0.0217,0.0,3.3564,0.0102,0.0555,0.0177,0.3574,0.0156,0.1163,0.0514,0.0228,0.1247,1
7.7,-0.375,-2.25,0.548,0.2444,0.0814,0.0215,0.0,4.0399,0.0072,0.0552,0.0191,0.2431,0.0154,0.0837,0.0506,0.0163,0.1256,1
7.7,-0.375,-2.0,0.3895,0.2801,0.1023,0.0214,0.0,4.6549,0.0052,0.055,0.0193,0.171,0.0153,0.0616,0.0472,0.0119,0.119,1
7.7,-0.375,-1.75,0.2874,0.3155,0.1246,0.0213,0.0,5.2256,0.0038,0.0548,0.0183,0.1255,0.0153,0.0469,0.042,0.0089,0.1067,1
7.7,-0.375,-1.5,0.2202,0.3508,0.1485,0.0212,0.0,5.7672,0.003,0.0546,0.0165,0.0962,0.0152,0.0371,0.0359,0.0059,0.0915,1
7.8,-0.375,-4.0,2.0417,0.0341,0.0,0.0234,0.0,0.057,0.0261,0.0599,0.0032,1.5129,0.017,0.6849,0.0274,0.039,0.0403,1
7.8,-0.375,-3.75,2.3252,0.0539,0.0017,0.0231,0.0,0.1779,0.0296,0.0592,0.0051,1.5592,0.0168,0.5832,0.0314,0.0479,0.0581,1
7.8,-0.375,-3.5,2.4566,0.0816,0.0054,0.0228,0.0,0.4981,0.0311,0.0584,0.0076,1.4916,0.0165,0.4739,0.0357,0.0546,0.0796,1
7.8,-0.375,-3.25,2.2852,0.1162,0.0138,0.0225,0.0,1.1358,0.0287,0.0576,0.0107,1.2622,0.0162,0.3673,0.0399,0.0543,0.1023,1
7.8,-0.375,-3.0,1.8451,0.155,0.0276,0.0222,0.0,2.0259,0.0231,0.0569,0.0141,0.9434,0.016,0.2734,0.0439,0.0465,0.1232,1
7.8,-0.375,-2.75,1.3466,0.195,0.0449,0.022,0.0,2.9661,0.017,0.0563,0.0172,0.6524,0.0158,0.1979,0.0471,0.0358,0.1395,1
7.8,-0.375,-2.5,0.9383,0.2351,0.0641,0.0218,0.0,3.8329,0.012,0.0559,0.0198,0.4391,0.0157,0.1415,0.0487,0.0259,0.1488,1
7.8,-0.375,-2.25,0.6516,0.2745,0.0844,0.0217,0.0,4.603,0.0085,0.0556,0.0213,0.2983,0.0156,0.1018,0.048,0.0186,0.1496,1
7.8,-0.375,-2.0,0.4637,0.3137,0.106,0.0216,0.0,5.2988,0.0061,0.0554,0.0215,0.2094,0.0155,0.0748,0.0448,0.0137,0.1419,1
7.8,-0.375,-1.75,0.3421,0.3528,0.1289,0.0215,0.0,5.9422,0.0046,0.0552,0.0205,0.1533,0.0154,0.0569,0.0399,0.0103,0.1275,1
7.8,-0.375,-1.5,0.2622,0.3925,0.1538,0.0213,0.0,6.5621,0.0035,0.0551,0.0186,0.1172,0.0153,0.045,0.0343,0.0081,0.1095,1
7.9,-0.375,-4.0,2.3031,0.0375,0.0,0.0234,0.0,0.0636,0.0289,0.06,0.0035,1.7887,0.017,0.8176,0.0407,0.0417,0.0475,1
7.9,-0.375,-3.75,2.6266,0.0594,0.0017,0.0232,0.0,0.1979,0.0329,0.0594,0.0056,1.8475,0.0168,0.6984,0.0467,0.0515,0.0686,1
7.9,-0.375,-3.5,2.7792,0.09,0.0054,0.0229,0.0,0.5526,0.0347,0.0586,0.0084,1.7745,0.0166,0.5691,0.053,0.0586,0.0939,1
7.9,-0.375,-3.25,2.5984,0.1283,0.0138,0.0226,0.0,1.26,0.0323,0.0579,0.0118,1.5122,0.0163,0.4417,0.0593,0.0587,0.1206,1
7.9,-0.375,-3.0,2.1148,0.1709,0.0275,0.0223,0.0,2.2523,0.0263,0.0572,0.0154,1.1386,0.0161,0.3291,0.0651,0.0508,0.1451,1
7.9,-0.375,-2.75,1.5567,0.2147,0.0448,0.0221,0.0,3.3034,0.0196,0.0567,0.0188,0.7915,0.0159,0.2384,0.0696,0.0395,0.1641,1
7.9,-0.375,-2.5,1.0918,0.2579,0.0638,0.022,0.0,4.2678,0.0139,0.0563,0.0215,0.5338,0.0158,0.1706,0.0719,0.0289,0.1748,1
7.9,-0.375,-2.25,0.7614,0.3005,0.084,0.0218,0.0,5.1235,0.0099,0.056,0.0231,0.3627,0.0157,0.1226,0.0709,0.021,0.1757,1
7.9,-0.375,-2.0,0.5431,0.3429,0.1054,0.0217,0.0,5.8993,0.0072,0.0558,0.0234,0.2542,0.0156,0.09,0.0665,0.0155,0.1668,1
7.9,-0.375,-1.75,0.4014,0.3858,0.1286,0.0216,0.0,6.6275,0.0053,0.0557,0.0224,0.1858,0.0156,0.0683,0.0594,0.0117,0.1502,1
7.9,-0.375,-1.5,0.3082,0.4299,0.154,0.0215,0.0,7.3318,0.0041,0.0555,0.0204,0.1417,0.0155,0.0541,0.0512,0.0091,0.1296,1
8.0,-0.375,-4.0,2.5217,0.04,0.0,0.0234,0.0,0.0689,0.0309,0.0602,0.0038,2.0777,0.017,0.9613,0.0376,0.0429,0.0551,1
8.0,-0.375,-3.75,2.8817,0.0635,0.0016,0.0232,0.0,0.2138,0.0353,0.0596,0.006,2.1521,0.0169,0.8247,0.0432,0.0531,0.0796,1
8.0,-0.375,-3.5,3.057,0.0964,0.0051,0.023,0.0,0.5954,0.0375,0.0589,0.009,2.0765,0.0167,0.674,0.0489,0.0605,0.1089,1
8.0,-0.375,-3.25,2.8763,0.1374,0.013,0.0227,0.0,1.3573,0.0352,0.0582,0.0125,1.7838,0.0164,0.5246,0.0546,0.061,0.1399,1
8.0,-0.375,-3.0,2.3645,0.183,0.026,0.0225,0.0,2.4319,0.0291,0.0575,0.0163,1.3552,0.0162,0.3915,0.0598,0.0536,0.1681,1
8.0,-0.375,-2.75,1.7599,0.2296,0.0425,0.0223,0.0,3.5791,0.0219,0.057,0.0199,0.9486,0.0161,0.2839,0.0638,0.0423,0.1899,1
8.0,-0.375,-2.5,1.2457,0.2754,0.0607,0.0221,0.0,4.6372,0.0158,0.0566,0.0227,0.6422,0.0159,0.2033,0.0659,0.0315,0.2024,1
8.0,-0.375,-2.25,0.8744,0.3205,0.0801,0.022,0.0,5.5757,0.0113,0.0564,0.0245,0.4368,0.0158,0.1461,0.0652,0.0231,0.2036,1
8.0,-0.375,-2.0,0.6266,0.366,0.101,0.0219,0.0,6.4322,0.0082,0.0562,0.0248,0.306,0.0158,0.1074,0.0613,0.0172,0.1936,1
8.0,-0.375,-1.75,0.4645,0.4129,0.124,0.0218,0.0,7.249,0.0062,0.056,0.0239,0.2233,0.0157,0.0816,0.0551,0.013,0.1749,1
8.0,-0.375,-1.5,0.3573,0.4616,0.1495,0.0217,0.0,8.0501,0.0048,0.0559,0.022,0.1701,0.0156,0.0645,0.0477,0.0103,0.1514,1
8.1,-0.375,-4.0,2.5938,0.0402,0.0,0.0235,0.0,0.0702,0.0308,0.0603,0.0037,2.3267,0.0171,1.0952,0.0531,0.0402,0.0617,1
8.1,-0.375,-3.75,2.9884,0.0642,0.0014,0.0233,0.0,0.2187,0.0356,0.0598,0.006,2.4255,0.017,0.947,0.0612,0.0504,0.0894,1
8.1,-0.375,-3.5,3.2004,0.098,0.0044,0.0231,0.0,0.6111,0.0382,0.0592,0.009,2.3611,0.0168,0.7794,0.0696,0.0582,0.1228,1
8.1,-0.375,-3.25,3.0466,0.1404,0.0113,0.0228,0.0,1.399,0.0365,0.0585,0.0127,2.0514,0.0165,0.6097,0.0777,0.0597,0.1581,1
8.1,-0.375,-3.0,2.5447,0.1876,0.0228,0.0226,0.0,2.5222,0.0308,0.0579,0.0165,1.5782,0.0163,0.4569,0.085,0.0534,0.1903,1
8.1,-0.375,-2.75,1.9245,0.2359,0.0376,0.0224,0.0,3.7364,0.0237,0.0574,0.0201,1.1158,0.0162,0.3325,0.0907,0.0431,0.2153,1
8.1,-0.375,-2.5,1.3813,0.2835,0.0543,0.0222,0.0,4.8708,0.0173,0.057,0.0231,0.7604,0.0161,0.2386,0.0938,0.0328,0.2297,1
8.1,-0.375,-2.25,0.9793,0.3305,0.0724,0.0221,0.0,5.8866,0.0126,0.0568,0.0249,0.5188,0.016,0.1719,0.093,0.0245,0.2316,1
8.1,-0.375,-2.0,0.7066,0.3786,0.0921,0.022,0.0,6.8246,0.0092,0.0566,0.0255,0.3637,0.0159,0.1264,0.0881,0.0184,0.221,1
8.1,-0.375,-1.75,0.5264,0.4289,0.114,0.0219,0.0,7.7277,0.007,0.0564,0.0248,0.2653,0.0158,0.0962,0.0797,0.0142,0.2004,1
8.1,-0.375,-1.5,0.4065,0.4824,0.139,0.0219,0.0,8.6318,0.0055,0.0563,0.023,0.2019,0.0158,0.076,0.0696,0.0113,0.1744,1
8.2,-0.375,-4.0,2.5076,0.0371,0.0,0.0234,0.0,0.0668,0.0285,0.0602,0.0035,2.5071,0.0171,1.2059,0.0455,0.0345,0.0664,1
8.2,-0.375,-3.75,2.9372,0.0603,0.0011,0.0233,0.0,0.2102,0.0336,0.0599,0.0056,2.6438,0.017,1.0566,0.053,0.0443,0.0971,1
8.2,-0.375,-3.5,3.1933,0.0934,0.0034,0.0231,0.0,0.5926,0.0368,0.0593,0.0086,2.6062,0.0168,0.8788,0.0605,0.0524,0.1344,1
8.2,-0.375,-3.25,3.0928,0.1352,0.009,0.0229,0.0,1.3694,0.036,0.0587,0.0121,2.2991,0.0166,0.693,0.0677,0.0549,0.1739,1
8.2,-0.375,-3.0,2.6321,0.182,0.0183,0.0227,0.0,2.4927,0.0311,0.0582,0.0158,1.7954,0.0165,0.522,0.0741,0.0504,0.2099,1
8.2,-0.375,-2.75,2.0327,0.2303,0.0307,0.0225,0.0,3.7311,0.0245,0.0577,0.0194,1.2865,0.0163,0.3815,0.0792,0.0418,0.2382,1
8.2,-0.375,-2.5,1.4852,0.2783,0.0451,0.0224,0.0,4.9081,0.0183,0.0574,0.0224,0.8848,0.0162,0.2749,0.0821,0.0328,0.2552,1
8.2,-0.375,-2.25,1.0678,0.3263,0.061,0.0223,0.0,5.9811,0.0135,0.0571,0.0244,0.607,0.0161,0.1985,0.0819,0.025,0.2586,1
8.2,-0.375,-2.0,0.7779,0.3757,0.0786,0.0222,0.0,6.9822,0.0101,0.057,0.0252,0.4266,0.016,0.1463,0.0782,0.019,0.2482,1
8.2,-0.375,-1.75,0.5836,0.4283,0.0986,0.0221,0.0,7.9614,0.0077,0.0568,0.0248,0.3115,0.016,0.1116,0.0715,0.0149,0.2267,1
8.2,-0.375,-1.5,0.4531,0.4852,0.1218,0.022,0.0,8.96,0.0061,0.0567,0.0234,0.2371,0.0159,0.0884,0.063,0.012,0.1986,1
8.3,-0.375,-4.0,2.1264,0.0291,0.0,0.0231,0.0,0.0556,0.0227,0.0597,0.0027,2.4923,0.017,1.2346,0.0568,0.0246,0.0661,1
8.3,-0.375,-3.75,2.5761,0.049,0.0,0.0232,0.0,0.1789,0.0278,0.0597,0.0046,2.6878,0.017,1.109,0.0675,0.0331,0.0985,1
8.3,-0.375,-3.5,2.8907,0.0784,0.0022,0.0231,0.0,0.5167,0.0316,0.0594,0.0072,2.7113,0.0169,0.9415,0.0784,0.0409,0.1388,1
8.3,-0.375,-3.25,2.8858,0.1166,0.006,0.0229,0.0,1.2206,0.032,0.0589,0.0105,2.4496,0.0167,0.7534,0.0886,0.0446,0.182,1
8.3,-0.375,-3.0,2.5362,0.1605,0.0127,0.0227,0.0,2.2699,0.0287,0.0585,0.0139,1.959,0.0166,0.5737,0.0976,0.0429,0.2218,1
8.3,-0.375,-2.75,2.017,0.2065,0.0219,0.0226,0.0,3.4615,0.0235,0.0581,0.0172,1.4308,0.0164,0.4224,0.1047,0.0372,0.2535,1
8.3,-0.375,-2.5,1.5132,0.2529,0.0331,0.0225,0.0,4.6281,0.0181,0.0578,0.0201,0.9985,0.0163,0.3062,0.1093,0.0301,0.2737,1
8.3,-0.375,-2.25,1.1101,0.2997,0.0458,0.0224,0.0,5.7126,0.0137,0.0576,0.0223,0.6913,0.0163,0.2223,0.1102,0.0237,0.2799,1
8.3,-0.375,-2.0,0.8211,0.3485,0.0603,0.0223,0.0,6.7417,0.0104,0.0574,0.0234,0.4885,0.0162,0.1645,0.1065,0.0186,0.2715,1
8.3,-0.375,-1.75,0.6229,0.4012,0.0771,0.0223,0.0,7.7637,0.0081,0.0573,0.0234,0.3578,0.0161,0.1258,0.0986,0.0147,0.2507,1
8.3,-0.375,-1.5,0.4878,0.4595,0.0971,0.0222,0.0,8.8272,0.0065,0.0572,0.0226,0.2729,0.0161,0.1,0.0881,0.012,0.2222,1
8.4,-0.375,-4.0,1.6632,0.0209,0.0,0.0228,0.0,0.0434,0.0163,0.0591,0.002,2.3578,0.0168,1.2031,0.0426,0.0156,0.0632,1
8.4,-0.375,-3.75,2.1009,0.037,0.0,0.023,0.0,0.1438,0.0211,0.0595,0.0035,2.6135,0.0169,1.1147,0.052,0.0223,0.0963,1
8.4,-0.375,-3.5,2.4569,0.0617,0.0013,0.023,0.0,0.4288,0.0252,0.0594,0.0057,2.7128,0.0169,0.9721,0.0618,0.0292,0.139,1
8.4,-0.375,-3.25,2.5421,0.0949,0.0037,0.0229,0.0,1.0381,0.0266,0.0591,0.0085,2.5181,0.0168,0.7931,0.0709,0.0336,0.1853,1
8.4,-0.375,-3.0,2.314,0.1339,0.008,0.0228,0.0,1.9729,0.0249,0.0588,0.0115,2.0665,0.0167,0.6121,0.0787,0.0337,0.2284,1
8.4,-0.375,-2.75,1.9038,0.1757,0.0143,0.0227,0.0,3.0698,0.0211,0.0585,0.0145,1.5434,0.0166,0.4552,0.085,0.0306,0.2633,1
8.4,-0.375,-2.5,1.4706,0.2188,0.0224,0.0226,0.0,4.1798,0.0169,0.0582,0.0172,1.0953,0.0165,0.3326,0.0894,0.0259,0.2868,1
8.4,-0.375,-2.25,1.1062,0.263,0.032,0.0225,0.0,5.2423,0.0132,0.058,0.0194,0.7676,0.0164,0.243,0.091,0.0211,0.2963,1
8.4,-0.375,-2.0,0.8337,0.3095,0.0432,0.0225,0.0,6.2686,0.0103,0.0579,0.0207,0.5466,0.0164,0.1809,0.0891,0.0172,0.2904,1
8.4,-0.375,-1.75,0.6416,0.3601,0.0564,0.0224,0.0,7.3003,0.0081,0.0578,0.0212,0.4023,0.0163,0.139,0.0837,0.0139,0.2711,1
8.4,-0.375,-1.5,0.5079,0.4173,0.0725,0.0223,0.0,8.3956,0.0066,0.0576,0.0208,0.3079,0.0163,0.1109,0.0758,0.0115,0.243,1
8.5,-0.375,-4.0,1.0607,0.0104,0.0,0.0224,0.0,0.0254,0.0091,0.0582,0.0012,1.9684,0.0166,1.0292,0.0448,0.0073,0.055,1
8.5,-0.375,-3.75,1.4287,0.0201,0.0,0.0227,0.0,0.0883,0.0127,0.059,0.0022,2.2707,0.0168,0.9959,0.057,0.0115,0.0864,1
8.5,-0.375,-3.5,1.8002,0.0368,0.0,0.0229,0.0,0.2825,0.0165,0.0593,0.0039,2.4705,0.0169,0.9056,0.0705,0.0167,0.1295,1
8.5,-0.375,-3.25,2.008,0.0616,0.0017,0.0229,0.0,0.736,0.0188,0.0592,0.0061,2.4049,0.0168,0.7643,0.0836,0.021,0.1785,1
8.5,-0.375,-3.0,1.9453,0.0927,0.004,0.0228,0.0,1.4792,0.0187,0.0591,0.0086,2.0512,0.0168,0.6027,0.0947,0.0229,0.2245,1
8.5,-0.375,-2.75,1.684,0.1276,0.0076,0.0228,0.0,2.4004,0.0167,0.0589,0.011,1.5778,0.0167,0.4541,0.1034,0.0223,0.2621,1
8.5,-0.375,-2.5,1.3583,0.165,0.0125,0.0227,0.0,3.3827,0.014,0.0587,0.0133,1.1454,0.0166,0.3352,0.1101,0.0201,0.2896,1
8.5,-0.375,-2.25,1.0552,0.2044,0.0186,0.0227,0.0,4.3641,0.0114,0.0585,0.0154,0.8146,0.0166,0.2471,0.1143,0.0172,0.3047,1
8.5,-0.375,-2.0,0.8147,0.2468,0.0262,0.0226,0.0,5.3403,0.0091,0.0584,0.017,0.5852,0.0165,0.1852,0.1148,0.0145,0.3056,1
8.5,-0.375,-1.75,0.6375,0.2928,0.0354,0.0226,0.0,6.329,0.0074,0.0583,0.018,0.4329,0.0165,0.1431,0.1109,0.0122,0.2922,1
8.5,-0.375,-1.5,0.5109,0.3455,0.0469,0.0225,0.0,7.3938,0.0061,0.0582,0.0183,0.3324,0.0164,0.1149,0.1034,0.0103,0.2682,1
8.6,-0.375,-4.0,0.5967,0.0035,0.0,0.0218,0.0,0.0113,0.0044,0.0569,0.0,1.5254,0.0162,0.807,0.0277,0.0012,0.0461,1
8.6,-0.375,-3.75,0.8571,0.0075,0.0,0.0224,0.0,0.0408,0.0066,0.0584,0.0012,1.8257,0.0166,0.8129,0.0366,0.0043,0.074,1
8.6,-0.375,-3.5,1.1925,0.0157,0.0,0.0227,0.0,0.144,0.0094,0.0591,0.0024,2.1054,0.0168,0.7782,0.0478,0.0081,0.1159,1
8.6,-0.375,-3.25,1.4907,0.0304,0.0,0.0228,0.0,0.426,0.0119,0.0593,0.0041,2.1856,0.0169,0.6875,0.0597,0.0119,0.1677,1
8.6,-0.375,-3.0,1.5823,0.0511,0.0016,0.0228,0.0,0.9477,0.0127,0.0593,0.006,1.9507,0.0169,0.5555,0.0696,0.0144,0.2168,1
8.6,-0.375,-2.75,1.4755,0.0765,0.0034,0.0228,0.0,1.6495,0.012,0.0592,0.0079,1.5515,0.0168,0.4242,0.0771,0.0154,0.2567,1
8.6,-0.375,-2.5,1.2558,0.1056,0.0058,0.0228,0.0,2.4473,0.0105,0.0591,0.0097,1.1493,0.0168,0.3149,0.083,0.0147,0.2869,1
8.6,-0.375,-2.25,1.0154,0.1382,0.0092,0.0228,0.0,3.2931,0.0087,0.0591,0.0115,0.8276,0.0168,0.2332,0.0878,0.0133,0.308,1
8.6,-0.375,-2.0,0.8041,0.1743,0.0137,0.0227,0.0,4.1671,0.0072,0.059,0.0132,0.5976,0.0167,0.1755,0.0911,0.0117,0.3186,1
8.6,-0.375,-1.75,0.6389,0.2142,0.0192,0.0227,0.0,5.0716,0.006,0.0589,0.0145,0.4425,0.0167,0.1361,0.0919,0.01,0.3165,1
8.6,-0.375,-1.5,0.5169,0.2594,0.0263,0.0227,0.0,6.0424,0.005,0.0588,0.0155,0.3397,0.0166,0.1096,0.0898,0.0087,0.3023,1
8.7,-0.375,-4.0,0.2706,0.001,0.0,0.0213,0.0,0.0043,0.0016,0.0561,0.0,1.0469,0.016,0.5671,0.0245,0.0,0.0352,1
8.7,-0.375,-3.75,0.416,0.0023,0.0,0.0221,0.0,0.016,0.0026,0.0581,0.0,1.2999,0.0166,0.5965,0.0336,0.0,0.0577,1
8.7,-0.375,-3.5,0.6334,0.0054,0.0,0.0226,0.0,0.0618,0.0042,0.0591,0.0011,1.5801,0.0169,0.6013,0.046,0.0012,0.094,1
8.7,-0.375,-3.25,0.9107,0.0122,0.0,0.0228,0.0,0.213,0.0061,0.0595,0.0023,1.7755,0.017,0.5668,0.0616,0.0044,0.1451,1
8.7,-0.375,-3.0,1.1142,0.0238,0.0,0.0229,0.0,0.5438,0.0074,0.0596,0.0038,1.7081,0.017,0.4839,0.0763,0.0073,0.1985,1
8.7,-0.375,-2.75,1.1426,0.0391,0.0012,0.0229,0.0,1.0236,0.0075,0.0596,0.0052,1.4141,0.017,0.3777,0.0865,0.0088,0.2403,1
8.7,-0.375,-2.5,1.0537,0.0582,0.0023,0.0229,0.0,1.6062,0.007,0.0597,0.0066,1.0782,0.017,0.2837,0.0941,0.0095,0.2716,1
